Plot,Title,imdbVotes,Poster,imdbRating,Genre,imdbID,Year,Language
"The story of Casper (Emory Cohen) and Dominic (Callan McAuliffe) - two best friends that are fiercely loyal to one another, as they come of age in a small farming town in Maine. During harvest break, Casper is drawn into smuggling drugs across the Canadian border with his outlaw father, Clayton (Aidan Gillen). Meanwhile, Dominic works his final potato harvest, hoping to earn the money he needs to buy a car and take them away towards a better future. But with Casper's life unraveling before their eyes, their friendship and loyalty are put to the test as they are forced to mature and make very adult decisions that will forever alter the course of their lives.",Beneath the Harvest Sky,2203,http://ia.media-imdb.com/images/M/MV5BMTUxOTcxNjkzM15BMl5BanBnXkFtZTgwNDA3MTMzMTE@._V1_SX300.jpg,52,Drama,tt2313896,2013,English                  
An abandoned boy is lured to America and drawn into the shadow of a dangerous father figure. Inspired by the real life events that led to the 2002 Beltway sniper attacks.,Blue Caprice,1416,http://ia.media-imdb.com/images/M/MV5BNzYwMTcyMzU5OV5BMl5BanBnXkFtZTgwOTAwOTUwMDE@._V1_SX300.jpg,50,"Biography, Crime, Drama",tt2027064,2013,English                  
The scandals and decadent lives of the 1920's greatest movie stars.,Return to Babylon,2550,http://ia.media-imdb.com/images/M/MV5BMTY3MjkzMjM2NF5BMl5BanBnXkFtZTcwMTQ2NjU2Nw@@._V1_SX300.jpg,58,"Biography, Comedy, Drama",tt0255820,2013,English                  
"A playboy learns to love, while a virgin learns to live -- a queer romantic comedy set inside the restaurant industry... 'John Apple Jack' brings East and West together to create one sumptuously heart-warming dish. When John discovers his sister's fiance is Jack, his childhood crush, passions ignite and his life spirals out of control... losing his job, his playboy reputation and his underwear, all while rushing to the altar to finally confess his love!",John Apple Jack,1201,N/A,51,"Comedy, Romance",tt2996228,2013,English                  
"It's the bone chilling story of an old man who recounts a terrifying tale to his friends that happened to him back in the 1940's during the trial of one of the most brutal murders of the era. As the jurors deliberate over the details, one by one they begin to disappear in what appears to be a fully contained and locked room. As he continues to tell the story we find out that not only do all the jurors have something in common with the murder, so do the men he's telling it too.",Rain from Stars,1492,N/A,55,"Crime, Thriller",tt1517236,2013,English                  
"Set entirely around the perspective of a 1964 Mercury muscle car, AUTOMOTIVE is an American neo-noir about Kansas, a man who must unravel a crime he may or may not have committed.",Automotive,1252,http://ia.media-imdb.com/images/M/MV5BMTk0OTMzMzk3NV5BMl5BanBnXkFtZTcwNTI3MTA2OQ@@._V1_SX300.jpg,62,Crime,tt1988662,2013,English                  
"In this voyeuristic, slice-of-life comedic drama, we spend a week in the world of twenty-two year old Oliver, who lives with his aunt and her four dogs in Encino, CA. Oliver has more imagination than ambition, and spends most of his time hanging out with his former acting class buddy, Dan, who's twice Oliver's age and one rejection away from calling it quits. These two unlikely friends pass the days away cruising around town, eating lunches, and hanging out back by the pool. But when a friend of his aunt's comes to stay at the house for a few nights while in town for business, Oliver's daily routine is shaken up and his sights are redirected towards the new woman living across the hall. Beautifully shot, with an eye for the natural and real, filmmaker Joe Burke captures a sincere honesty both in tone and character, and brings to the screen a world filled with humor, heart, and those little in between moments we can all relate to in our own way.",Four Dogs,1141,http://ia.media-imdb.com/images/M/MV5BMjYzNDg5MDcyMl5BMl5BanBnXkFtZTgwODYwNzY4MTE@._V1_SX300.jpg,54,"Comedy, Drama",tt2828148,2013,English                  
"Over a million women have modeling portfolios online. BROKEN SIDE OF TIME is the story of Dolce, one of the models who've made a career of it. But now 30, and tired of competing with 18-year-olds, Dolce realizes what makes her feel most alive is also killing her. Before starting a new career behind the camera, she embarks on a long road trip home, shooting with her favorite photographers one last time, and shedding her lifestyle-acquired vices along the way. Combing real photoshoots shot cinéma vérité-style with a narrative based on some very real-life adventures in front of the lens, BROKEN SIDE OF TIME is a dark, sexual glimpse into a world never before captured in a film. A world where any woman can play the role of a model, and any man can be a photographer, and where even the best of them must consider whether the fame and money is worth the cost.",Broken Side of Time,2043,http://ia.media-imdb.com/images/M/MV5BMTczMDU0NzE2OF5BMl5BanBnXkFtZTgwNjY0MzIwMTE@._V1_SX300.jpg,52,Drama,tt2401866,2013,English                  
"Eddie Izzard returns to stage in 2013 with the biggest stand-up comedy world tour ever & his best Live performance yet, FORCE MAJEURE LIVE.  Filmed during his mammoth 2013/14 tour around 27 countries,  FORCE MAJEURE LIVE takes you on a truly hilarious journey, offering a rare and often bizarre glimpse into the mind of the master of surrealism, EDDIE IZZARD, a man who has inspired several generations of comics and who is universally recognized by fans and comics alike, as one of the world?s greatest-ever stand-up?s.",Eddie Izzard Force Majeure Live,2658,http://ia.media-imdb.com/images/M/MV5BMTc5NzY1ODA1OV5BMl5BanBnXkFtZTgwMDYwNTE0MzE@._V1_SX300.jpg,61,Comedy,tt3746820,2013,English                  
"Every childhood is normal to the child who lives it. For Meredith that means an enchanted seclusion that is shattered when she is deprived of her mother. Desperate and alone, Meredith must join a household with other women and their children, a sinister man who controls every facet of her existence, and a vicious bear that only she can see. As life in this world becomes increasingly strange and frightening, Meredith realizes that she must flee, even though she fears she has not learned enough to survive on her own.",A Measure of the Sin,2020,http://ia.media-imdb.com/images/M/MV5BMTU2OTEwMTA5N15BMl5BanBnXkFtZTcwNDQ4ODIwOQ@@._V1_SX300.jpg,57,"Drama, Horror",tt2494590,2013,English                  
"Tale of life, love and the pursuit of happiness... in Cleveland. Nine vignettes about love: an old war hero defends the honor and memory of a long-lost love; a man's past comes to light in the midst of a perfect date; a recently separated paramedic gets more than he bargains for when he is thrust in the middle of a domestic dispute; a desperate man employs his friends in an elaborate scheme to meet the girl of his dreams, a recovering sex addict returns home to start a new life. There are thousands of stories of love, lust, loss and despair all over Cleveland-these are just a few of them.",Made in Cleveland,2570,http://ia.media-imdb.com/images/M/MV5BNjg1MzU3NTU3MV5BMl5BanBnXkFtZTcwNzU0NjQwOQ@@._V1_SX300.jpg,53,Comedy,tt2261409,2013,English                  
"JAKE is an unhappy school teacher whose childhood scars are not merely skin deep. Jake's life is upended when his shifty, rogue of a father, LEIF - an absentee parent and a man who best days as a travel writer are well past him-- insists that Jake help him with his next project, a book about Algonquin Park. Agreeing to a temporary arrangement, father and son arrive at the long-neglected family cabin in the woods, a tranquil backdrop to their fractious relationship. But bickering and bad feelings are soon cut short by an unexpected tragedy Laying his father to rest along with the man's many secrets, Jake decides to finish the book as a gesture to the father he barely knew. Back at the cabin, Jake's work is interrupted by unexpected visitors: a mother and child. CARMEN and IGGY are revealed to be grieving members of Leif's secret family. For Jake, this deception seems to be the final straw. All he wants to do is pack up and leave. However something stops him. Iggy, just an eleven-year-old boy, has an uncanny amount of information about an event from Jake's childhood involving a horseshoe that he views as pivotal in his life and for the book. Can these two brothers, having just met, come together on an unlikely quest that may just help them both find what they're looking for and so badly need? ALGONQUIN is a story about family secrets, second chances, and discovering the bonds that connect us through our families having nothing to do with luck.",Algonquin,1114,http://ia.media-imdb.com/images/M/MV5BMTQ3Njk2ODE3N15BMl5BanBnXkFtZTgwODE2MzE1MTE@._V1_SX300.jpg,69,Drama,tt2498340,2013,English                  
"When a young and talented Chinese American actor is fired from a starring role on a television show, he attempts to salvage his career by entering into a romantic relationship with a successful casting director.",A Leading Man,1492,http://ia.media-imdb.com/images/M/MV5BMzM0MjI1MTkwM15BMl5BanBnXkFtZTgwNjg0NzQ3MjE@._V1_SX300.jpg,62,Drama,tt2417834,2013,English                  
"Allison wants one thing in life... to live with her psycho-billy musician fiance, Jake, for eternity. But on the eve of the wedding tragedy strikes, and Jake dies suddenly. Devastated and suffering from delusions, Allison decides that she is not going to live without Jake.",Dearly Departed,1492,http://ia.media-imdb.com/images/M/MV5BMTYwMzcyMDk4Ml5BMl5BanBnXkFtZTcwODYyMjIzOA@@._V1_SX300.jpg,73,"Comedy, Family",tt2206844,2013,English                  
"Jesse and Jen are married. And split up the night before their old pals' annual Halloween party. They go, and it's a mess. Instead of celebrating life and career successes, the four early-30s friends are forced to confront darker realities: adultery, divorce, pregnancy-- the basic issues that make adulthood more complicated than anyone expects it will be.",Bastards of Young,2681,http://ia.media-imdb.com/images/M/MV5BMTg4MjU1MjU4N15BMl5BanBnXkFtZTgwMzEyNDMzMDE@._V1_SX300.jpg,70,"Comedy, Drama",tt2122283,2013,English                  
"WHAT IF is the story of medical school dropout Wallace, who's been repeatedly burned by bad relationships. So while everyone around him, including his roommate Allan seems to be finding the perfect partner, Wallace decides to put his love life on hold. It is then that he meets Chantry an animator who lives with her longtime boyfriend Ben. Wallace and Chantry form an instant connection, striking up a close friendship. Still, there is no denying the chemistry between them, leading the pair to wonder, what if the love of your life is actually your best friend?",What If,1469,http://ia.media-imdb.com/images/M/MV5BMTcyODc4Njg4OF5BMl5BanBnXkFtZTgwNDIwNDA4MTE@._V1_SX300.jpg,58,"Comedy, Romance",tt1486834,2013,English                  
"Two years after the death of his wife, an Irish Father summons home his two Sons & Daughter, causing all to fear the worst, but he is not the only one with a secret...",The OBriens,1991,http://ia.media-imdb.com/images/M/MV5BMTQxMjM3NjM3MF5BMl5BanBnXkFtZTcwODU3MDE4OQ@@._V1_SX300.jpg,64,"Comedy, Family, Romance",tt2408982,2013,English                  
16 year old Billie's reluctant path to independence is accelerated when her mother reveals plans to gender transition and their time together becomes limited to Tuesday afternoons.,52 Tuesdays,1779,http://ia.media-imdb.com/images/M/MV5BMTk4NTcxNjY4Ml5BMl5BanBnXkFtZTgwNTIyMzI3MTE@._V1_SX300.jpg,57,"Drama, Family",tt3100636,2013,English                  
"A wealthy banker lies ritualistically and brutally murdered. The banker's daughter and only heir, Rana (Alex McKenna), calls upon Cyrus Rothwell (Randy Wayne), a brilliant but eccentric freelance writer, to assist in the investigation. Teaming up with veteran homicide detective Leon Weed (Sean Astin), they suddenly find themselves thrust into the cryptic world of Freemasonry- pitted against a killer searching for a legendary relic, shrouded by hundreds of years of myth and mystery. Rothwell's troubles multiply as he deduces the killer is one of the banker's close inner circle. With an inheritance of millions hanging in the balance, everyone is a suspect and every action perceived as motive. Rothwell's path becomes even more cloudy as his relationship with the beautiful heiress dances on the edge of charm and collusion. Cyrus is forced to come to grips with powers beyond his natural senses as well as his own mysterious past ties to Freemasonry in order to unmask the killer before they strike again. The Freemason is a thoughtful suspense thriller- part Sherlock, part Hitchcock, creating a gripping mystery for you to unlock.",The Freemason,2407,http://ia.media-imdb.com/images/M/MV5BMTcxNDY3ODc5MV5BMl5BanBnXkFtZTgwMjIyNjUwMTE@._V1_SX300.jpg,60,Crime,tt2841424,2013,English                  
"After a family tragedy, a young girl moves from New York with your younger brother to live with their great grandmother on a Virginia farm and comes closer to understanding the land and roots that inspired her father's writings while discovering herself, the love of family, and the power of truly believing.",Wish You Well,2427,http://ia.media-imdb.com/images/M/MV5BNTI1MTI3NTAwMl5BMl5BanBnXkFtZTgwNzIzMDc0NTE@._V1_SX300.jpg,72,"Drama, Family",tt2463302,2013,English                  
A collection of ten conversations. Virginia wants to buy a bird. Laura just had her last exam. Dan thinks Will is nice. Alice is pregnant. Denny is sad. Peter might jump off a bridge. Renee is trying. Zara thinks Rose is a hypocrite. Julie's mum is dead. Karen hates pink. Everyone needs to talk. We all hope someone is listening.,Talk A Portmanteau,2718,N/A,87,Comedy,tt2944480,2013,English                  
Redemption is a hard road to walk. Life does not give it up easily. Undoing what has been done sometimes be too much. George faces the chance of a new start but is tormented by the inner guilt that 12 years in prison has thrashed out of his soul. Each step is cradled by the tender hooks of a rage filled condition that will not sleep for long. The seeds of hope in his rekindling world bring with them chains to a painful past. His beautiful daughter has somehow remained pure against the odds in such a desolate world. Together they build the bridges needed for change. Her purity giving him back the missing sense of worth that his damaged pride is so afraid of.,Castles Made of Sand,1887,N/A,58,Drama,tt2938264,2013,English                  
"Seven friends are returning home from college. They expect everything to be the same as it was in high school,but quickly learn that they have grown to become different people. With this, the struggle to keep their friendships alive begins.",Nice Guys,1887,http://ia.media-imdb.com/images/M/MV5BMTU4ODczNjUxMF5BMl5BanBnXkFtZTcwMTA1NDA1Ng@@._V1_SX300.jpg,66,"Comedy, Drama, Romance",tt2014304,2010,English                  
"On her way back from spring break, college sophomore Brenda Morgan stops for gas on a desolate highway in the middle of the night, when she is abducted by the I-70 kidnapper. Bound and drugged, she awakens in his lair, where she is savagely brutalized. After a desperate escape, she is found lying on the side of a dirt road, barely clinging to life... ...Jack Clay, Sheriff of a quiet little town in Diablo County, is informed by the FBI that Special Agent Carrie Wilson will be coming to town to take over the case. Agent Wilson arrives two days early, eager to begin her investigation. She tells Sheriff Clay that she has been after the kidnapper for years. As they follow the trail of clues together, Sheriff Clay notices that Agent Wilson seems to be taking the case very personally, and she informs him that she made a vow to the family of the first victim to bring the abductor to justice. Tensions rise as Sheriff Clay becomes more and more suspicious of Agent Wilson's true intentions. But when they discover that the kidnapper has another victim, the two find themselves united in a race against the clock. Heart-pounding tension culminates in a horrific confrontation, a frantic rescue attempt, and the revelation of a horrible secret.",Diablo Canyon,2718,http://ia.media-imdb.com/images/M/MV5BNTk4NDU0NTc5N15BMl5BanBnXkFtZTcwNjkxNjU0OA@@._V1_SX300.jpg,87,"Crime, Drama, Thriller",tt2273062,2013,English                  
"Melia and Ben are guided and misguided by thoughts of revenge, madness, and physical attraction after their father dies under suspicious circumstances. Both have to deal with their profound doubts about Peter, the heir to the family business who is fixated on securing a lucrative development deal that would destroy Morrowood Park. Ben and Melia soon experience the park itself as their greatest ally and as an agent for psychological and spiritual regeneration. Borrowing freely from the worlds of experimental theatre, music and contemporary performance, The Lilac Chaser deploys multiple storytelling strategies to create an edgy but emotionally intimate take on Hamlet.",The Lilac Chaser,2718,N/A,87,"Drama, Mystery",tt3241120,2013,English                  
This is a lyrical serene drama dedicated to love and loneliness.,Parallelnye miry,2718,N/A,87,"Drama, Romance",tt3148362,2013,English                  
"Four Drops Of Poison is a feature film consisting of Four Vignettes. The first (Poison Ivy) explores the life of an inner city prostitute. The second (The Blister Sisters) is a documentary about two young sisters living in Hankins, NY.The third in the series (Snot-Groove) is a dark comedy about a Jewish young woman and her personal addictions, and the final (Li Ouanga) explores a modern day tribe of Vodouisants.",Four Drops of Poison,2718,N/A,87,"Adventure, Comedy, Drama",tt2974416,2013,English                  
"Cobalt's Sky is an endearing love story revolving around the off-colored life of a colorful carnival owner, Steven Cobalt. One night while parading around the fairground, as usual dressed as a clown, he happens to run into a customer, June Summers, a stoic and rigid young journalist. Repulsed by his forwardness, but attracted to his hypnotic blue eyes and charismatic charm, June cannot shake the impression the clown makes in her mind. She finds herself intrigued by this character and eventually finds herself in a quagmire of uncompromising situations. Cobalt falls madly in love with June. Becoming obsessed he gives up everything he owns in an effort to win her heart. Nothing he does seems to impress her, though. Her old fashioned opinions over shadow the possibility of her allowing her heart to fall in love with the problematic man. Just when she realizes that her feelings might be love, something else surfaces. He is married, has a daughter, and has other dark secrets. Eventually Steven proves to June that his intentions are honorable. But...several issues remain standing in the way of their relationship. Cobalt has an addiction to alcohol, particularly vodka. He is obsessed with hiding his face behind a 'mask' of makeup, which is his shield of protection against his personal truth: he has a feminine face. Steven's motivation to prove his masculinity results in his overt sexual behavior. June, on the other hand is the opposite: she's a straight-laced virgin who has never gotten in touch with her own sexuality, nor has wanted to. Their emotional push and shove eventually reveals the obvious truth; nakedness is an emotional state not a physical one. Steven teaches June to overcome her personal darkness and she shows him how to emerge from his.",Cobalts Sky,2718,N/A,87,"Drama, Romance",tt1872023,2013,English                  
"The bonds of friendship are tested, when two men find themselves trapped in a car together. With full bladders and empty stomachs the minutes stretch into eternity as they wait for rescue... From themselves.",Consistent Stress,2718,N/A,87,Comedy,tt3096646,2013,English                  
"A sinister force from the past threatens an unsuspecting man. After re-locating to a run-down apartment, Derek Kesilla (Derek Thompson), an unsettled 20-something photographer, becomes increasingly unnerved by a series of mysterious events. Mounting pressures by an intangible force cause Derek to confront both his external and internal demons.",Waking Hour,2718,N/A,87,"Mystery, Thriller",tt2886890,2013,English                  
"White Walls, Dark Rooms has all the sincerity of kids playing in the basement and just about the same budget. 3 love stories, one about baseball, one about photography, and one about both, all told in the same white box: college.",White Walls Dark Rooms,2718,http://ia.media-imdb.com/images/M/MV5BNTA3MTg1NjU1OF5BMl5BanBnXkFtZTgwOTE5NzQ4MDE@._V1_SX300.jpg,87,Comedy,tt3331362,2013,English                  
"A mother takes her two daughters, Zoey and Max to the mountains to reconnect with nature and each other. The two sisters get lost in the Appalachian wilderness. They face numerous dangers in the wilderness, and discover its beauty as they journey towards safety. A young man and his step-father who live in the mountains become a part of that journey.",Red River Moon,2718,N/A,87,"Adventure, Drama",tt3002760,2013,English                  
Up and coming hip hop producer Major returns home after a year of touring as part of a popular female rapper's entourage to connect with estranged family and friends.,That Luster,2718,N/A,87,"Drama, Music",tt2401944,2013,English                  
"""Breaking Arlana Miller"" is an unnerving story about a young college student who is plagued by dreams of killing a man she's never met. Little does Arlana know that the man in her dreams exists in the real world. Matthew Cross is a broken individual with no where to go, hiding from a past of shattered memories. Arlana walks the line between what is real and what is not. What do her dreams mean? What is Matthew Cross running from? In order for the truth to be found... Arlana Miller must be broken.",Breaking Arlana Miller,2718,N/A,87,Drama,tt2663824,2013,English                  
"A depressed mother's husband has left her for she could not bear a second child. Living alone with her only son, she has an unlikely meeting with an injured escaped convict, and reluctantly takes him into her own care. The man proves to be better than his criminal image as the three bond over Labor Day weekend. The only problem? Everyone in town is looking for him.",Labor Day,1149,http://ia.media-imdb.com/images/M/MV5BMjMxODE0NTUxNV5BMl5BanBnXkFtZTgwNTkzNzY1MDE@._V1_SX300.jpg,59,Drama,tt1967545,2013,English                  
"Leaving the construction site on the eve of a major project, construction manager Ivan Locke receives news that sends him driving the two hours from Birmingham to London, but even further from the life he once knew. Making the decision that he has to make, he then calls his wife, his sons, his co-workers and boss telling them the secret that he is bearing and trying to keep his job and family intact. But even more importantly, he will have to face himself and the choices he has made.",Locke,2095,http://ia.media-imdb.com/images/M/MV5BMTQ1MjE5MzU2M15BMl5BanBnXkFtZTgwNzE4OTMzMTE@._V1_SX300.jpg,61,Drama,tt2692904,2013,English                  
"Follow a week in the life of a young folk singer as he navigates the Greenwich Village folk scene of 1961. Guitar in tow, huddled against the unforgiving New York winter, he is struggling to make it as a musician against seemingly insurmountable obstacles -- some of them of his own making.",Inside Llewyn Davis,2398,http://ia.media-imdb.com/images/M/MV5BMjAxNjcyNDQxM15BMl5BanBnXkFtZTgwNzU2NDA0MDE@._V1_SX300.jpg,65,"Drama, Music",tt2042568,2013,English                  
"Adam Bell is a Toronto area History college professor. He is a rather somber man, largely because he is stuck in a routine, which includes a relationship with his live-in girlfriend, Mary. While watching a rental movie, he spots an actor in a bit part that looks like him. He becomes obsessed with finding out about this double of his. He learns that the actor's stage name is Daniel Saint Claire, whose legal name is Anthony Claire. Claire is a Toronto based actor with only a few on-screen credits, and is married to a woman named Helen who is currently several months pregnant. Adam then becomes obsessed with meeting Claire, who he learns upon first sighting that they look exactly the same, from the facial hair to a scar each has, but Claire who outwardly is more ""put together"" than Adam. Their lives become intertwined as Claire himself ends up becoming obsessed with Adam, but in a slightly different way.",Enemy,2187,http://ia.media-imdb.com/images/M/MV5BMTQ2NzA5NjE4N15BMl5BanBnXkFtZTgwMjQ4NzMxMTE@._V1_SX300.jpg,58,"Mystery, Thriller",tt2316411,2013,English                  
"When Walt Disney's daughters begged him to make a movie of their favorite book, P.L. Travers' Mary Poppins (1964), he made them a promise - one that he didn't realize would take 20 years to keep. In his quest to obtain the rights, Walt comes up against a curmudgeonly, uncompromising writer who has absolutely no intention of letting her beloved magical nanny get mauled by the Hollywood machine. But, as the books stop selling and money grows short, Travers reluctantly agrees to go to Los Angeles to hear Disney's plans for the adaptation. For those two short weeks in 1961, Walt Disney pulls out all the stops. Armed with imaginative storyboards and chirpy songs from the talented Sherman brothers, Walt launches an all-out onslaught on P.L. Travers, but the prickly author doesn't budge. He soon begins to watch helplessly as Travers becomes increasingly immovable and the rights begin to move further away from his grasp. It is only when he reaches into his own childhood that Walt discovers the truth about the ghosts that haunt her, and together they set Mary Poppins free to ultimately make one of the most endearing films in cinematic history.",Saving Mr Banks,2694,http://ia.media-imdb.com/images/M/MV5BMTc0MTQ3NzE4Nl5BMl5BanBnXkFtZTcwMzA4NDM5OQ@@._V1_SX300.jpg,66,"Biography, Comedy, Drama",tt2140373,2013,English                  
"Russell and his younger brother Rodney live in the economically-depressed Rust Belt, and have always dreamed of escaping and finding better lives. But when a cruel twist of fate lands Russell in prison, his brother becomes involved with one of the most violent and ruthless crime rings in the Northeast - a mistake that will cost him everything. Once released, Russell must choose between his own freedom, or risk it all to seek justice for his brother.",Out of the Furnace,2286,http://ia.media-imdb.com/images/M/MV5BMTc2MTQ4MDU4NV5BMl5BanBnXkFtZTgwOTU1ODgzMDE@._V1_SX300.jpg,58,"Crime, Drama, Thriller",tt1206543,2013,English                  
"In 1946, Jackie Robinson is a Negro League baseball player who never takes racism lying down. Branch Rickey is a Major League team executive with a bold idea. To that end, Rickey recruits Robinson to break the unspoken color line as the first modern African American Major League player. As both anticipate, this proves a major challenge for Robinson and his family as they endure unrelenting racist hostility on and off the field, from player and fan alike. As Jackie struggles against his nature to endure such abuse without complaint, he finds allies and hope where he least expects it.",42,2078,http://ia.media-imdb.com/images/M/MV5BMTQwMDU4MDI3MV5BMl5BanBnXkFtZTcwMjU1NDgyOQ@@._V1_SX300.jpg,65,"Biography, Drama, Sport",tt0453562,2013,English                  
"Scheming Bruce Robertson (James McAvoy), a bigoted and corrupt policeman, is in line for a promotion and will stop at nothing to get what he wants. Enlisted to solve a brutal murder and threatened by the aspirations of his colleagues, including Ray Lennox (Jamie Bell), Bruce sets about ensuring their ruin, right under the nose of unwitting Chief Inspector Toal. As he turns his colleagues against one another by stealing their wives and exposing their secrets, Bruce starts to lose himself in a web of deceit that he can no longer control. His past is slowly catching up with him, and a missing wife, a crippling drug habit and suspicious colleagues start to take their toll on his sanity. The question is: can he keep his grip on reality long enough to disentangle himself from the filth?",Filth,2075,http://ia.media-imdb.com/images/M/MV5BMjE2NTgyMzM0NV5BMl5BanBnXkFtZTgwNzkwNDE1MzE@._V1_SX300.jpg,61,"Comedy, Crime, Drama",tt1450321,2013,English                  
"Renai is interrogated by a police detective about the supernatural events in the house. While the police investigate the house, the Lambert family temporarily moves to the old house of Lorraine Lambert. Renai is haunted by a woman in white and Josh has a strange behavior at home. Meanwhile Lorraine seeks out Elise's partners Specs and Tucker expecting to find answers.",Insidious Chapter 2,2513,http://ia.media-imdb.com/images/M/MV5BMTg0OTA5ODIxNF5BMl5BanBnXkFtZTcwNTUzNDg4OQ@@._V1_SX300.jpg,56,"Horror, Thriller",tt2226417,2013,English                  
Two parents fall in love over the course of a single day while playing hooky from their children's college tour.,At Middleton,1706,http://ia.media-imdb.com/images/M/MV5BODM2OTg0OTE2Ml5BMl5BanBnXkFtZTgwMDk4NzEwMTE@._V1_SX300.jpg,55,"Comedy, Romance",tt1483324,2013,English                  
A 16-year-old girl takes her parents hostage after they miss her big jump-roping competition.,Family Weekend,1701,http://ia.media-imdb.com/images/M/MV5BMTg2MTAwNTE0M15BMl5BanBnXkFtZTcwMjEwMDgwOQ@@._V1_SX300.jpg,54,"Comedy, Drama",tt1821426,2013,English                  
A coming-of-age story about two inner city boys who are left to fend for themselves over the summer after their mothers are taken away by the authorities.,The Inevitable Defeat of Mister  Pete,1327,http://ia.media-imdb.com/images/M/MV5BMTUwMjgyNTE2OV5BMl5BanBnXkFtZTgwNzU1MzgwMDE@._V1_SX300.jpg,65,Drama,tt2113075,2013,English                  
"An official selection at the Cannes Film Festival, The Selfish Giant is a contemporary fable about 13 year old Arbor (Conner Chapman) and his best friend Swifty (Shaun Thomas). Excluded from school and outsiders in their own neighborhood, the two boys meet Kitten (Sean Gilder), a local scrap dealer. Wandering their town with just a horse and a cart, they begin collecting scrap metal for him. Swifty has a natural gift with horses while Arbor emulates Kitten - keen to impress him and make some money. However, Kitten favors Swifty, leaving Arbor feeling hurt and excluded, driving a wedge between the boys. As Arbor becomes increasingly greedy and exploitative, tensions build, leading to a tragic event that transforms them all.",The Selfish Giant,2303,http://ia.media-imdb.com/images/M/MV5BODQyMzUxODEwMF5BMl5BanBnXkFtZTgwOTc5NzE2MDE@._V1_SX300.jpg,64,Drama,tt2304426,2013,English                  
"Sisters Olanna and Kainene return home to 1960s Nigeria, where they soon diverge on different paths. As civil war breaks out, political events loom larger than their differences as they join the fight to establish an independent republic.",Half of a Yellow Sun,2387,http://ia.media-imdb.com/images/M/MV5BMjI5NTQ3NzAyMV5BMl5BanBnXkFtZTgwMTcxNjk5MDE@._V1_SX300.jpg,51,"Drama, Romance",tt2215077,2013,English                  
Tensions rise between lifelong friends Mitchell and Carter after their truck breaks down on an isolated desert road as they start to attack each other's life decisions with unwavering brutality.,Scenic Route,2162,http://ia.media-imdb.com/images/M/MV5BMjAyNjIyOTU0M15BMl5BanBnXkFtZTcwNTUwOTI2OQ@@._V1_SX300.jpg,56,"Drama, Thriller",tt2012011,2013,English                  
"A mild mannered birder seeks revenge on a younger rival, after losing the highly coveted Head of Ornithology position at the National Park.",The Birder,2030,http://ia.media-imdb.com/images/M/MV5BMTczODAxMTY0MF5BMl5BanBnXkFtZTgwOTI3Nzc1MjE@._V1_SX300.jpg,70,Comedy,tt2394003,2013,English                  
"After a year passes since the sudden death of a child, a family gathering takes place whilst peculiar unexplainable events occur. Tension over peculiar circumstances cracks the veneer of cordiality and dark secrets emerge. Bethany (Sienna Guillory) becomes increasingly unhinged and seems Hell bent on tearing her family apart. Is she possessed or simply playing devils advocate? With the help of a priest and a psychic the family attempts to restore peace and sanity. But events which occur that night could never have been foreseen. Police psychologist Dr Woods (Eric Roberts) tries to exact fact from fiction of what really took place in the house in this gothic horror morality tale.",The Wicked Within,2436,http://ia.media-imdb.com/images/M/MV5BMTUwNzQ4NDU5NV5BMl5BanBnXkFtZTgwMDk4MDExMDE@._V1_SX300.jpg,50,Horror,tt1943014,2013,English                  
"Complicit follows the trail of Edward(David Oyelowo) an MI5 officer desperate to foil what he believes is another 7/7 style atrocity planned by British terror suspect Waleed (Arsher Ali) despite the lack of any conclusive evidence. Edward, confronted by the key moral dilemma of our time, is forced into choosing between two morally devastating outcomes.",Complicit,1758,http://ia.media-imdb.com/images/M/MV5BNjA5ODU5MDA5NV5BMl5BanBnXkFtZTcwNTIwMjY2OA@@._V1_SX300.jpg,54,Drama,tt2224119,2013,English                  
Jack Petty gets more than he bargained for when he travels to Havana on business and gets caught up in an assassination conspiracy with his new friend Harry Smith.,Three Days in Havana,2579,http://ia.media-imdb.com/images/M/MV5BMTQ3NTc2MzU3M15BMl5BanBnXkFtZTgwMzY4NjMzMTE@._V1_SX300.jpg,62,"Comedy, Crime, Drama",tt1842371,2013,English                  
"Unable to make progress with her ex-lesbian conversion path, a neurotic ""All American"" Jill tracks down her butch ex-girlfriend Jamie to prove to herself that she is no longer attracted to her. Strung along by guilt and desire, Jamie agrees to the preposterous plan of ""dating"" Jill so that Jill can close this chapter of her life and move forward with men. Meanwhile, David and Lola compete for the affections of José , a sexually ambiguous and seductive man from Brazil, and they compare notes on their differing opinions of his sexuality. As complications arise with Jill and Jamie's relationship, Jill starts to see José as her ticket out. However, when the love triangles shift and realign, Jamie has her own identity crisis that she is ill-equipped to handle. A mix of over-the-top comedy, sharp wit, and pathos, ""Heterosexual Jill"" rides the edge of laughter and pain, desire and repression, and explores the complicated attachment to one's sense of self in the face of love.",Heterosexual Jill,1782,http://ia.media-imdb.com/images/M/MV5BODY4NDA2MjY2Ml5BMl5BanBnXkFtZTcwMjEwMzk0OA@@._V1_SX300.jpg,53,Comedy,tt1278073,2013,English                  
